Delivery_person_Age,Delivery_person_Ratings,Delivery_distance,Time_to_pick,Festival,Weather_conditions,Road_traffic_density,Type_of_order,Type_of_vehicle,City,Time_of_Day_Ordered,Month,multiple_deliveries,Vehicle_condition,Time_taken (min)
37.0,4.2,7.65,9.6,No,Stormy,Medium,Drinks,motorcycle,Metropolitian,Night,Mar,1.0,0,36
34.0,4.9,9.44,5.4,No,Stormy,Jam,Buffet,scooter,Metropolitian,Night,Mar,1.0,1,31
39.0,4.8,1.56,15.0,No,Sunny,Low,Drinks,electric_scooter,Urban,Morning,Apr,0.0,2,12
30.0,4.8,3.04,10.2,No,Sandstorms,Low,Snack,motorcycle,Metropolitian,Morning,Mar,1.0,1,21
22.0,4.6,19.34,10.2,No,Windy,Jam,Drinks,scooter,Metropolitian,Night,Feb,1.0,2,17
26.0,4.6,17.08,15.0,No,Windy,Jam,Meal,scooter,Metropolitian,Night,Mar,1.0,1,18
29.0,4.9,12.29,15.0,No,Cloudy,Jam,Snack,motorcycle,Metropolitian,Night,Apr,1.0,0,38
22.0,4.5,13.99,15.0,No,Sandstorms,Jam,Snack,scooter,Metropolitian,Night,Mar,1.0,2,21
30.0,4.3,9.22,4.8,No,Stormy,Low,Meal,motorcycle,Metropolitian,Night,Mar,1.0,0,30
33.0,4.7,4.66,10.2,No,Stormy,Jam,Drinks,motorcycle,Metropolitian,Night,Mar,1.0,2,28
22.0,4.7,10.57,15.0,No,Sunny,Medium,Drinks,motorcycle,Metropolitian,Evening,Apr,1.0,0,22
28.0,4.6,17.07,15.0,No,Stormy,Low,Meal,motorcycle,Metropolitian,Night,Mar,1.0,0,20
38.0,4.8,6.05,10.2,No,Windy,Medium,Buffet,scooter,Metropolitian,Evening,Feb,1.0,2,34
38.0,5.0,16.65,5.4,No,Fog,Jam,Drinks,motorcycle,Metropolitian,Night,Feb,0.0,2,35
21.0,4.8,10.91,4.8,No,Stormy,Medium,Meal,scooter,Metropolitian,Evening,Mar,1.0,2,21
21.0,2.5,13.63,9.6,No,Sunny,Low,Meal,motorcycle,Urban,Night,Apr,1.0,2,31
34.0,4.8,16.9,15.0,No,Windy,Low,Buffet,motorcycle,Metropolitian,Night,Apr,0.0,1,16
32.0,3.8,20.44,15.0,No,Stormy,Jam,Buffet,scooter,Urban,Night,Mar,1.0,1,34
30.0,4.5,4.41,10.2,No,Sunny,Medium,Buffet,scooter,Metropolitian,Evening,Feb,1.0,2,21
35.0,4.2,12.58,4.8,No,Stormy,Jam,Buffet,motorcycle,Metropolitian,Night,Mar,1.0,0,43
35.0,4.1,3.06,15.0,No,Sandstorms,High,Drinks,scooter,Urban,Morning,Mar,0.0,2,31
30.0,4.7,13.97,15.0,No,Sunny,Jam,Buffet,motorcycle,Metropolitian,Night,Mar,0.0,1,19
22.0,4.6,6.29,15.0,No,Sandstorms,Medium,Buffet,motorcycle,Metropolitian,Evening,Apr,0.0,0,19
21.0,3.7,9.06,9.6,No,Sunny,Jam,Drinks,motorcycle,Metropolitian,Night,Apr,1.0,0,42
27.0,4.2,19.69,10.2,No,Windy,Jam,Drinks,motorcycle,Metropolitian,Night,Mar,1.0,0,34
36.0,4.7,1.51,4.8,No,Sunny,Low,Drinks,scooter,Metropolitian,Morning,Mar,0.0,1,12
38.0,4.9,12.29,9.6,Yes,Stormy,Jam,Snack,motorcycle,Metropolitian,Night,Mar,1.0,0,53
25.0,4.7,16.6,5.4,No,Stormy,Low,Snack,scooter,Urban,Night,Mar,0.0,1,13
27.0,4.5,1.53,10.2,No,Windy,Low,Drinks,motorcycle,Metropolitian,Morning,Mar,0.0,0,22
27.0,4.6,10.88,9.6,Yes,Fog,Jam,Drinks,motorcycle,Metropolitian,Night,Apr,2.0,0,44
22.0,4.0,3.06,5.4,No,Sandstorms,Low,Buffet,motorcycle,Metropolitian,Morning,Mar,0.0,0,20
38.0,4.9,6.08,4.8,No,Fog,Medium,Drinks,scooter,Urban,Evening,Mar,1.0,1,17
37.0,4.0,12.46,15.0,No,Cloudy,Jam,Buffet,motorcycle,Metropolitian,Night,Apr,1.0,2,48
32.0,4.9,9.32,15.0,No,Windy,Jam,Snack,scooter,Metropolitian,Night,Mar,1.0,1,26
20.0,4.9,20.44,10.2,No,Fog,Low,Drinks,motorcycle,Metropolitian,Night,Mar,0.0,0,21
37.0,4.9,1.53,15.0,No,Sandstorms,High,Snack,scooter,Metropolitian,Morning,Mar,0.0,2,26
31.0,4.6,16.9,4.8,Yes,Fog,Jam,Buffet,motorcycle,Metropolitian,Night,Mar,2.0,0,54
23.0,4.8,19.88,4.8,No,Sunny,Jam,Buffet,electric_scooter,Urban,Night,Mar,0.0,2,13
26.0,4.7,12.07,10.2,No,Sandstorms,Medium,Snack,scooter,Metropolitian,Night,Mar,1.0,1,23
23.0,4.8,9.35,15.0,No,Cloudy,Medium,Drinks,motorcycle,Metropolitian,Night,Mar,0.0,0,23
23.0,4.6,12.1,10.2,No,Fog,Low,Meal,motorcycle,Metropolitian,Night,Apr,0.0,0,23
24.0,4.6,4.53,10.2,No,Sunny,Low,Snack,motorcycle,Metropolitian,Night,Mar,1.0,0,19
25.0,5.0,2.98,5.4,No,Windy,Low,Drinks,electric_scooter,Urban,Morning,Feb,1.0,2,16
26.0,4.8,4.53,9.6,No,Sandstorms,Medium,Snack,scooter,Urban,Night,Feb,1.0,2,29
29.0,4.9,4.56,10.2,No,Fog,Low,Buffet,motorcycle,Metropolitian,Night,Apr,0.0,0,22
29.0,4.6,20.83,15.0,No,Sandstorms,Jam,Drinks,motorcycle,Metropolitian,Night,Feb,1.0,2,27
39.0,4.1,12.42,15.0,No,Sunny,Jam,Meal,motorcycle,Metropolitian,Night,Mar,1.0,0,44
22.0,5.0,3.03,9.6,No,Fog,High,Buffet,motorcycle,Metropolitian,Morning,Mar,1.0,0,25
31.0,4.2,9.06,10.2,No,Windy,Medium,Meal,motorcycle,Metropolitian,Evening,Mar,1.0,1,34
32.0,4.4,13.79,15.0,No,Sandstorms,Jam,Buffet,motorcycle,Metropolitian,Night,Mar,2.0,1,43
25.0,4.7,1.54,9.6,No,Sandstorms,High,Buffet,motorcycle,Metropolitian,Morning,Feb,1.0,0,28
33.0,4.5,8.94,15.0,No,Stormy,Medium,Drinks,motorcycle,Metropolitian,Evening,Mar,1.0,0,30
20.0,3.1,10.91,15.0,No,Sunny,Low,Drinks,electric_scooter,Metropolitian,Night,Mar,2.0,2,43
20.0,4.8,7.33,10.2,No,Fog,Low,Snack,scooter,Metropolitian,Night,Feb,1.0,2,14
24.0,5.0,1.55,5.4,No,Fog,Low,Drinks,motorcycle,Metropolitian,Morning,Mar,1.0,0,23
34.0,4.7,16.9,10.2,No,Sunny,Jam,Meal,scooter,Urban,Night,Apr,0.0,2,17
39.0,4.4,4.54,10.2,No,Sandstorms,Medium,Snack,motorcycle,Metropolitian,Evening,Apr,1.0,0,31
20.0,4.6,3.12,10.2,No,Fog,High,Buffet,scooter,Metropolitian,Morning,Feb,1.0,2,25
23.0,4.6,4.66,10.2,No,Sunny,Jam,Snack,scooter,Urban,Night,Mar,0.0,2,17
34.0,4.2,5.96,15.0,No,Windy,Medium,Buffet,scooter,Urban,Evening,Mar,0.0,2,32
24.0,4.5,13.41,4.8,No,Fog,Low,Drinks,motorcycle,Metropolitian,Night,Mar,0.0,0,24
21.0,4.4,4.56,15.0,No,Windy,Low,Drinks,motorcycle,Metropolitian,Night,Apr,0.0,0,15
24.0,4.5,16.9,15.0,No,Stormy,Jam,Drinks,motorcycle,Urban,Night,Mar,1.0,0,27
37.0,4.8,4.54,15.0,No,Windy,Medium,Drinks,motorcycle,Metropolitian,Night,Apr,1.0,1,29
39.0,4.8,3.04,15.0,No,Stormy,Low,Drinks,motorcycle,Metropolitian,Morning,Mar,0.0,1,29
20.0,4.6,10.43,15.0,No,Stormy,Medium,Snack,scooter,Urban,Evening,Mar,1.0,2,17
20.0,4.5,16.39,9.6,No,Stormy,Medium,Drinks,electric_scooter,Metropolitian,Evening,Mar,1.0,2,24
34.0,5.0,20.07,9.6,No,Stormy,Medium,Buffet,motorcycle,Metropolitian,Night,Feb,1.0,0,30
33.0,4.6,13.59,15.0,No,Windy,Jam,Drinks,scooter,Metropolitian,Night,Feb,1.0,2,29
24.0,4.5,7.76,15.0,No,Stormy,Jam,Drinks,scooter,Metropolitian,Night,Mar,1.0,2,28
32.0,4.5,11.92,15.0,No,Cloudy,Jam,Meal,motorcycle,Metropolitian,Night,Apr,2.0,0,42
26.0,4.6,12.21,10.2,No,Sandstorms,Low,Snack,motorcycle,Metropolitian,Night,Feb,1.0,0,20
20.0,4.0,3.05,10.2,No,Windy,Low,Meal,motorcycle,Metropolitian,Morning,Feb,0.0,0,23
24.0,4.6,10.88,4.8,No,Sandstorms,Low,Meal,electric_scooter,Urban,Night,Mar,1.0,2,11
39.0,4.7,6.04,10.2,No,Windy,Medium,Drinks,motorcycle,Urban,Evening,Mar,1.0,1,26
27.0,4.9,11.92,5.4,No,Stormy,Low,Snack,motorcycle,Metropolitian,Night,Mar,0.0,1,18
34.0,4.8,3.07,15.0,No,Fog,Low,Snack,scooter,Metropolitian,Morning,Mar,0.0,2,18
23.0,4.6,4.56,4.8,No,Stormy,Medium,Drinks,motorcycle,Urban,Evening,Apr,0.0,0,20
34.0,4.8,10.64,10.2,No,Sunny,Medium,Drinks,motorcycle,Metropolitian,Night,Mar,1.0,1,27
21.0,5.0,9.35,10.2,No,Fog,Medium,Buffet,motorcycle,Metropolitian,Night,Mar,1.0,0,28
24.0,5.0,4.53,5.4,No,Stormy,Low,Meal,scooter,Urban,Night,Mar,0.0,2,15
38.0,4.9,1.56,4.8,No,Fog,Low,Buffet,motorcycle,Urban,Morning,Mar,1.0,0,28
36.0,4.6,7.44,4.8,No,Sunny,Medium,Snack,scooter,Metropolitian,Evening,Feb,1.0,1,18
22.0,4.7,3.12,5.4,No,Stormy,Low,Buffet,motorcycle,Urban,Morning,Mar,0.0,2,10
26.0,4.6,6.08,9.6,No,Stormy,High,Snack,motorcycle,Metropolitian,Evening,Apr,1.0,2,18
22.0,4.7,6.21,10.2,No,Stormy,Medium,Snack,scooter,Urban,Evening,Mar,1.0,2,22
31.0,4.2,12.42,4.8,No,Sandstorms,Jam,Meal,motorcycle,Metropolitian,Night,Mar,1.0,0,41
32.0,4.8,17.1,5.4,No,Sandstorms,Low,Meal,motorcycle,Metropolitian,Night,Apr,0.0,0,20
20.0,4.6,7.68,4.8,No,Stormy,Medium,Buffet,scooter,Metropolitian,Evening,Mar,0.0,1,28
23.0,4.6,4.53,4.8,No,Stormy,Low,Buffet,scooter,Urban,Night,Mar,1.0,1,14
29.0,4.6,7.63,15.0,No,Fog,Low,Buffet,scooter,Urban,Night,Feb,0.0,1,10
38.0,4.7,6.15,10.2,No,Sunny,High,Meal,motorcycle,Metropolitian,Evening,Mar,1.0,0,24
38.0,4.6,4.61,9.6,No,Sunny,Jam,Snack,motorcycle,Metropolitian,Night,Apr,1.0,0,21
30.0,4.6,6.08,9.6,No,Sunny,High,Buffet,electric_scooter,Metropolitian,Evening,Mar,1.0,2,23
38.0,4.8,12.1,15.0,No,Sunny,Medium,Snack,motorcycle,Metropolitian,Evening,Mar,1.0,1,17
38.0,4.8,7.44,9.6,No,Fog,Low,Buffet,motorcycle,Urban,Night,Feb,0.0,2,18
23.0,4.8,10.87,15.0,No,Sandstorms,Medium,Buffet,electric_scooter,Metropolitian,Night,Mar,1.0,2,18
20.0,4.9,9.06,9.6,No,Stormy,Jam,Drinks,scooter,Metropolitian,Night,Feb,0.0,1,10
29.0,4.2,4.53,4.8,No,Sunny,Jam,Snack,motorcycle,Metropolitian,Night,Mar,2.0,0,54
26.0,4.9,19.84,4.8,No,Fog,Jam,Buffet,scooter,Metropolitian,Night,Feb,1.0,1,41
31.0,4.9,4.54,15.0,No,Windy,Low,Buffet,motorcycle,Metropolitian,Night,Mar,1.0,1,23
25.0,4.2,16.82,4.8,No,Fog,Jam,Meal,scooter,Metropolitian,Night,Mar,1.0,1,43
38.0,4.9,20.21,4.8,No,Fog,Jam,Drinks,motorcycle,Metropolitian,Night,Mar,0.0,0,42
22.0,4.7,13.43,10.2,No,Fog,Low,Drinks,electric_scooter,Metropolitian,Night,Feb,0.0,2,22
28.0,4.8,9.35,4.8,No,Cloudy,Jam,Snack,electric_scooter,Urban,Night,Mar,0.0,2,23
28.0,4.6,10.59,9.6,No,Sandstorms,Medium,Snack,motorcycle,Urban,Night,Mar,1.0,1,18
29.0,4.0,13.41,5.4,No,Cloudy,Jam,Meal,scooter,Urban,Night,Mar,1.0,2,37
36.0,5.0,4.61,10.2,No,Sandstorms,Low,Meal,scooter,Urban,Night,Mar,1.0,2,22
25.0,5.0,7.79,15.0,No,Cloudy,Low,Snack,motorcycle,Metropolitian,Night,Apr,1.0,0,16
33.0,4.9,11.01,4.8,Yes,Fog,Jam,Drinks,electric_scooter,Metropolitian,Night,Mar,1.0,2,43
39.0,4.5,3.07,10.2,No,Sandstorms,Low,Meal,motorcycle,Urban,Morning,Mar,1.0,1,23
34.0,5.0,11.01,5.4,No,Sunny,Low,Drinks,scooter,Metropolitian,Night,Apr,0.0,2,24
36.0,4.8,6.21,5.4,No,Cloudy,High,Buffet,motorcycle,Metropolitian,Evening,Mar,1.0,0,26
26.0,4.6,13.43,9.6,No,Fog,Medium,Snack,motorcycle,Metropolitian,Evening,Feb,0.0,1,27
20.0,4.6,6.13,15.0,No,Windy,Medium,Buffet,motorcycle,Urban,Evening,Mar,0.0,1,20
36.0,4.1,1.51,15.0,No,Sandstorms,Low,Meal,motorcycle,Urban,Morning,Mar,1.0,0,26
27.0,5.0,4.56,4.8,No,Sandstorms,Medium,Drinks,motorcycle,Metropolitian,Night,Mar,0.0,0,17
20.0,4.9,3.15,9.6,No,Stormy,Low,Meal,motorcycle,Urban,Morning,Apr,1.0,1,11
21.0,4.9,20.51,10.2,No,Cloudy,Low,Snack,motorcycle,Urban,Night,Feb,0.0,0,21
26.0,4.8,19.66,9.6,No,Sunny,Medium,Snack,motorcycle,Urban,Evening,Mar,1.0,0,28
35.0,4.8,13.97,9.6,No,Fog,Low,Snack,scooter,Urban,Night,Mar,1.0,2,29
20.0,4.4,14.15,9.6,No,Fog,Jam,Snack,electric_scooter,Metropolitian,Night,Feb,1.0,2,34
34.0,4.6,8.95,15.0,No,Cloudy,Medium,Drinks,electric_scooter,Metropolitian,Night,Feb,1.0,2,15
33.0,4.7,4.61,15.0,No,Fog,Medium,Meal,motorcycle,Metropolitian,Night,Mar,1.0,0,27
36.0,4.7,8.93,15.0,No,Cloudy,Low,Drinks,scooter,Metropolitian,Night,Feb,1.0,1,15
26.0,5.0,4.66,10.2,No,Stormy,Jam,Buffet,scooter,Metropolitian,Night,Apr,1.0,1,23
37.0,4.6,20.29,15.0,No,Sunny,Jam,Drinks,scooter,Metropolitian,Night,Feb,0.0,2,15
33.0,4.5,10.88,15.0,No,Sunny,Jam,Snack,motorcycle,Metropolitian,Night,Mar,0.0,1,15
39.0,4.8,1.55,15.0,No,Sunny,Low,Buffet,scooter,Urban,Morning,Apr,1.0,1,13
37.0,5.0,1.55,15.0,No,Fog,Low,Drinks,motorcycle,Metropolitian,Morning,Mar,1.0,0,26
37.0,4.5,13.58,4.8,No,Stormy,Jam,Meal,scooter,Urban,Night,Apr,0.0,1,30
21.0,4.8,20.18,10.2,No,Stormy,Low,Meal,motorcycle,Metropolitian,Night,Apr,1.0,0,15
23.0,4.7,3.04,15.0,No,Sunny,High,Buffet,scooter,Metropolitian,Morning,Apr,0.0,1,10
28.0,4.6,19.89,4.8,No,Cloudy,Jam,Meal,scooter,Metropolitian,Night,Mar,1.0,2,38
21.0,4.9,20.29,10.2,No,Windy,Low,Drinks,motorcycle,Metropolitian,Night,Feb,1.0,2,14
20.0,4.6,10.45,5.4,No,Fog,Medium,Snack,motorcycle,Metropolitian,Night,Feb,2.0,2,35
31.0,4.7,7.77,15.0,No,Stormy,Medium,Buffet,motorcycle,Metropolitian,Evening,Mar,0.0,0,26
20.0,4.8,3.02,4.8,No,Cloudy,High,Snack,scooter,Metropolitian,Morning,Apr,1.0,2,26
35.0,3.7,20.89,15.0,No,Sunny,Jam,Buffet,motorcycle,Metropolitian,Night,Feb,1.0,2,33
32.0,5.0,17.3,15.0,No,Cloudy,Jam,Meal,motorcycle,Metropolitian,Night,Mar,1.0,0,40
27.0,4.8,19.76,15.0,No,Windy,Jam,Meal,motorcycle,Metropolitian,Night,Mar,1.0,1,27
31.0,4.9,4.56,5.4,No,Fog,Medium,Drinks,scooter,Urban,Evening,Mar,1.0,2,18
33.0,5.0,19.36,15.0,No,Sunny,Low,Drinks,electric_scooter,Metropolitian,Night,Mar,1.0,2,16
34.0,4.9,19.92,5.4,No,Stormy,Jam,Buffet,motorcycle,Metropolitian,Night,Mar,0.0,2,30
32.0,4.7,9.12,4.8,No,Fog,Low,Buffet,motorcycle,Metropolitian,Night,Mar,1.0,0,26
39.0,3.6,12.29,15.0,No,Windy,Jam,Drinks,scooter,Metropolitian,Night,Mar,1.0,1,32
22.0,4.8,13.61,10.2,No,Sunny,Medium,Buffet,motorcycle,Metropolitian,Night,Mar,1.0,1,14
31.0,4.2,20.25,9.6,No,Cloudy,Jam,Buffet,scooter,Metropolitian,Night,Mar,1.0,1,40
30.0,4.6,12.58,4.8,No,Windy,Jam,Meal,motorcycle,Metropolitian,Night,Feb,1.0,0,40
20.0,4.1,4.59,4.8,No,Sunny,Jam,Meal,motorcycle,Metropolitian,Night,Mar,1.0,0,45
21.0,4.3,17.14,5.4,No,Fog,Jam,Buffet,electric_scooter,Metropolitian,Night,Mar,1.0,2,32
37.0,4.7,19.76,5.4,No,Stormy,Low,Drinks,scooter,Urban,Night,Mar,1.0,2,21
37.0,3.7,10.87,10.2,No,Sandstorms,Jam,Meal,scooter,Metropolitian,Night,Mar,1.0,1,32
29.0,4.7,7.45,15.0,No,Fog,Low,Buffet,scooter,Metropolitian,Night,Mar,1.0,1,19
32.0,3.5,17.07,15.0,No,Stormy,Medium,Snack,scooter,Metropolitian,Evening,Mar,1.0,2,33
30.0,4.6,7.6,10.2,No,Fog,Medium,Snack,electric_scooter,Metropolitian,Evening,Mar,0.0,2,19
37.0,4.9,14.02,10.2,No,Fog,Medium,Drinks,motorcycle,Urban,Night,Mar,1.0,0,43
36.0,4.7,3.03,4.8,No,Sandstorms,Low,Snack,scooter,Metropolitian,Morning,Mar,1.0,2,27
24.0,4.6,9.26,15.0,No,Sunny,Medium,Buffet,motorcycle,Urban,Night,Feb,1.0,2,17
27.0,4.9,3.12,4.8,No,Fog,Low,Buffet,scooter,Metropolitian,Morning,Feb,0.0,2,14
34.0,4.7,9.08,15.0,No,Fog,Low,Buffet,scooter,Metropolitian,Night,Mar,1.0,1,19
29.0,4.4,4.4,9.6,No,Windy,Low,Meal,motorcycle,Metropolitian,Night,Feb,1.0,0,19
22.0,4.8,14.15,10.2,No,Fog,Medium,Snack,motorcycle,Metropolitian,Night,Feb,1.0,0,39
34.0,4.9,4.56,9.6,No,Sunny,Medium,Drinks,motorcycle,Metropolitian,Night,Mar,1.0,0,26
30.0,4.9,13.68,9.6,No,Cloudy,Low,Meal,motorcycle,Metropolitian,Night,Apr,1.0,2,28
33.0,4.4,1.53,9.6,No,Windy,Low,Drinks,motorcycle,Metropolitian,Morning,Apr,1.0,0,26
27.0,4.4,11.01,4.8,No,Cloudy,Jam,Buffet,electric_scooter,Urban,Night,Mar,1.0,2,35
38.0,4.7,11.92,15.0,No,Cloudy,Jam,Snack,scooter,Metropolitian,Night,Mar,0.0,1,37
34.0,4.9,1.56,15.0,No,Fog,Low,Buffet,motorcycle,Metropolitian,Morning,Apr,0.0,0,24
23.0,4.9,3.04,9.6,No,Sunny,Low,Buffet,motorcycle,Metropolitian,Morning,Mar,1.0,1,16
34.0,3.5,13.48,4.8,No,Sandstorms,Jam,Buffet,motorcycle,Metropolitian,Night,Feb,2.0,1,41
34.0,4.9,1.49,9.6,No,Cloudy,Low,Drinks,scooter,Metropolitian,Morning,Feb,1.0,2,18
32.0,4.3,10.28,15.0,No,Cloudy,Medium,Meal,scooter,Metropolitian,Night,Feb,2.0,1,35
29.0,4.9,7.76,10.2,No,Sunny,Low,Meal,motorcycle,Metropolitian,Night,Mar,1.0,2,19
36.0,4.9,7.6,4.8,No,Stormy,Low,Buffet,motorcycle,Metropolitian,Night,Mar,1.0,2,20
30.0,3.9,12.16,15.0,No,Cloudy,Low,Meal,scooter,Metropolitian,Night,Mar,1.0,2,37
27.0,4.6,7.79,15.0,No,Stormy,Medium,Snack,scooter,Urban,Night,Mar,1.0,2,20
27.0,4.6,10.64,15.0,No,Fog,Jam,Drinks,motorcycle,Metropolitian,Night,Mar,3.0,1,43
21.0,4.6,13.63,15.0,No,Windy,Low,Drinks,scooter,Urban,Night,Mar,1.0,1,19
38.0,4.9,1.49,9.6,No,Windy,Low,Drinks,scooter,Urban,Morning,Mar,1.0,2,26
35.0,4.7,6.15,15.0,No,Fog,Medium,Buffet,motorcycle,Metropolitian,Evening,Mar,1.0,0,33
25.0,4.4,13.68,9.6,No,Fog,Medium,Drinks,scooter,Metropolitian,Night,Mar,2.0,2,36
26.0,5.0,17.08,5.4,No,Fog,Jam,Buffet,scooter,Metropolitian,Night,Mar,1.0,2,41
24.0,4.7,20.44,15.0,No,Windy,Jam,Meal,electric_scooter,Metropolitian,Night,Mar,1.0,2,27
33.0,4.9,4.66,4.8,No,Sunny,Low,Buffet,motorcycle,Metropolitian,Night,Mar,0.0,1,12
29.0,4.6,12.16,15.0,No,Windy,Medium,Snack,motorcycle,Urban,Evening,Mar,1.0,0,33
30.0,4.7,8.93,15.0,No,Cloudy,Low,Buffet,scooter,Metropolitian,Night,Feb,1.0,2,15
38.0,4.6,7.45,15.0,No,Windy,Medium,Meal,motorcycle,Urban,Evening,Mar,1.0,1,29
22.0,4.6,9.35,4.8,No,Fog,Jam,Drinks,motorcycle,Metropolitian,Night,Mar,1.0,1,20
38.0,4.8,11.01,15.0,No,Fog,Jam,Drinks,motorcycle,Metropolitian,Night,Feb,1.0,0,53
32.0,4.2,16.41,4.8,No,Stormy,Medium,Meal,scooter,Metropolitian,Night,Feb,1.0,2,38
25.0,4.6,4.54,10.2,No,Cloudy,Jam,Drinks,motorcycle,Metropolitian,Night,Mar,0.0,1,24
37.0,5.0,19.69,15.0,No,Sunny,Low,Snack,motorcycle,Urban,Night,Apr,1.0,0,23
27.0,4.6,10.59,10.2,No,Fog,Jam,Snack,motorcycle,Metropolitian,Night,Mar,0.0,0,38
22.0,4.6,6.12,10.2,No,Windy,Medium,Drinks,scooter,Metropolitian,Evening,Mar,1.0,2,28
36.0,4.8,12.26,15.0,No,Sandstorms,Low,Meal,motorcycle,Metropolitian,Night,Mar,0.0,1,27
30.0,4.5,16.72,15.0,No,Stormy,Medium,Drinks,scooter,Metropolitian,Evening,Apr,1.0,2,29
24.0,4.8,11.72,5.4,Yes,Cloudy,Jam,Buffet,scooter,Metropolitian,Night,Feb,1.0,1,43
20.0,4.5,16.64,15.0,No,Sandstorms,Low,Drinks,motorcycle,Metropolitian,Night,Mar,1.0,0,19
29.0,4.4,12.24,15.0,No,Windy,Jam,Buffet,motorcycle,Metropolitian,Night,Mar,0.0,0,32
21.0,4.3,10.87,15.0,No,Cloudy,Medium,Snack,scooter,Metropolitian,Night,Mar,1.0,1,39
29.0,4.5,3.11,15.0,No,Stormy,Low,Meal,motorcycle,Urban,Morning,Mar,0.0,0,15
37.0,4.9,19.88,4.8,No,Cloudy,Jam,Snack,motorcycle,Metropolitian,Night,Mar,1.0,1,43
28.0,5.0,20.29,9.6,No,Fog,Low,Buffet,motorcycle,Urban,Night,Feb,1.0,0,22
29.0,4.7,9.07,4.8,No,Sandstorms,Low,Meal,motorcycle,Urban,Night,Mar,1.0,2,15
22.0,4.6,4.54,9.6,No,Sandstorms,Jam,Drinks,scooter,Metropolitian,Night,Feb,1.0,2,27
27.0,4.5,10.44,10.2,No,Windy,Low,Drinks,scooter,Urban,Night,Feb,0.0,1,10
30.0,4.2,9.12,15.0,No,Stormy,Jam,Drinks,scooter,Metropolitian,Night,Mar,0.0,2,32
25.0,4.5,7.45,4.8,No,Cloudy,Jam,Buffet,motorcycle,Metropolitian,Night,Apr,1.0,1,30
32.0,3.6,16.85,15.0,No,Fog,Low,Snack,motorcycle,Metropolitian,Night,Mar,1.0,2,32
34.0,3.7,13.39,10.2,No,Windy,Jam,Meal,scooter,Metropolitian,Night,Feb,1.0,2,41
32.0,4.8,6.08,4.8,No,Stormy,Medium,Meal,motorcycle,Metropolitian,Evening,Mar,1.0,0,28
27.0,4.9,13.61,4.8,No,Stormy,Medium,Meal,scooter,Metropolitian,Night,Mar,1.0,1,17
20.0,4.7,17.3,15.0,No,Sandstorms,Medium,Snack,scooter,Urban,Night,Apr,1.0,1,21
26.0,4.9,20.18,15.0,No,Sunny,Jam,Snack,motorcycle,Metropolitian,Night,Apr,1.0,0,22
22.0,4.6,6.12,15.0,No,Fog,High,Snack,scooter,Metropolitian,Evening,Mar,0.0,1,25
31.0,4.5,4.66,9.6,No,Fog,Medium,Buffet,electric_scooter,Metropolitian,Night,Mar,1.0,2,19
37.0,3.8,20.18,15.0,No,Sandstorms,Jam,Meal,scooter,Metropolitian,Night,Mar,0.0,2,41
23.0,4.6,13.79,15.0,Yes,Fog,Jam,Snack,motorcycle,Metropolitian,Night,Mar,2.0,0,46
22.0,2.5,10.56,10.2,No,Sunny,Low,Buffet,motorcycle,Metropolitian,Night,Mar,1.0,2,35
35.0,3.5,16.85,15.0,No,Windy,Jam,Drinks,motorcycle,Metropolitian,Night,Mar,0.0,2,31
38.0,4.1,5.99,10.2,No,Sandstorms,Medium,Drinks,motorcycle,Metropolitian,Evening,Feb,1.0,1,33
28.0,4.9,6.29,4.8,No,Windy,High,Meal,motorcycle,Urban,Evening,Mar,1.0,1,20
34.0,4.8,7.6,4.8,No,Stormy,Low,Drinks,scooter,Urban,Night,Apr,1.0,1,29
31.0,4.6,3.15,10.2,No,Sunny,High,Drinks,electric_scooter,Metropolitian,Morning,Feb,0.0,2,17
21.0,4.9,14.15,4.8,No,Stormy,Low,Snack,scooter,Metropolitian,Night,Mar,1.0,1,16
26.0,4.8,9.31,15.0,No,Fog,Jam,Meal,motorcycle,Metropolitian,Night,Mar,1.0,0,28
34.0,4.6,3.11,4.8,No,Fog,Low,Buffet,motorcycle,Metropolitian,Morning,Mar,1.0,1,17
29.0,4.6,12.07,15.0,No,Stormy,Low,Buffet,motorcycle,Metropolitian,Night,Apr,1.0,0,24
37.0,4.6,20.18,15.0,No,Cloudy,Low,Meal,scooter,Metropolitian,Night,Mar,1.0,1,28
32.0,4.1,12.16,15.0,No,Windy,Medium,Buffet,electric_scooter,Metropolitian,Night,Apr,0.0,2,31
22.0,4.8,12.29,9.6,No,Sandstorms,Medium,Meal,motorcycle,Metropolitian,Night,Mar,1.0,0,23
34.0,4.3,10.91,10.2,No,Stormy,Jam,Drinks,motorcycle,Metropolitian,Night,Mar,1.0,2,32
29.0,4.9,1.57,15.0,No,Fog,Low,Drinks,motorcycle,Metropolitian,Morning,Mar,1.0,1,18
27.0,4.5,14.15,5.4,No,Cloudy,Jam,Drinks,motorcycle,Metropolitian,Night,Feb,0.0,0,41
39.0,3.5,10.59,5.4,No,Sandstorms,Jam,Snack,scooter,Metropolitian,Night,Mar,1.0,1,35
35.0,4.3,9.35,10.2,No,Sandstorms,Low,Meal,motorcycle,Metropolitian,Night,Mar,1.0,0,27
21.0,4.8,19.62,5.4,No,Cloudy,Medium,Meal,motorcycle,Metropolitian,Evening,Mar,1.0,0,36
